symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BKH,death_st,1.0,5.4,71.9,71.92,67.08,67.84
SNEX,death_st,0.5,5.4,111.78,111.97,99.84,104.54
VSEC,death_st,0.8,5.1,202.14,202.42,175.13,177.33
VNT,death,1.3,5.0,37.78,38.5,38.52,35.2
BIL,golden_st,9.4,,91.5,91.5,91.54,91.57
PMMF,golden_st,0.1,,100.37,100.37,100.34,100.41
ACWV,death_st,0.2,,121.41,121.48,119.53,118.13
ARKX,death_st,0.6,,31.52,31.52,28.39,30.15
ASHR,death_st,7.9,,33.45,33.49,31.87,32.37
AVDE,death_st,1.3,,86.4,86.57,80.66,81.59
AVES,death_st,0.2,,61.81,61.92,58.13,58.85
AVSC,death_st,0.1,,62.24,62.36,58.71,60.09
CGHM,death_st,0.4,,25.65,25.66,25.4,25.35
CGIC,death_st,0.6,,33.97,34.05,31.7,32.26
CHAU,death_st,0.1,,21.52,21.58,19.75,20.19
COPX,death_st,5.0,,80.86,81.37,66.76,69.08
CORO,death_st,3.1,,32.85,32.86,30.74,31.3
CPER,death_st,1.0,,35.16,35.3,32.87,32.35
CWI,death_st,0.3,,37.46,37.56,35.35,35.51
DBEF,death_st,0.8,,49.89,50.01,47.79,47.54
DFAI,death_st,2.3,,39.78,39.86,37.33,37.65
DFIC,death_st,1.3,,36.21,36.22,33.71,34.28
DFIS,death_st,0.5,,34.56,34.65,32.22,32.425
DFNM,death_st,0.1,,48.47,48.48,48.16,48.06
DIHP,death_st,0.6,,33.11,33.16,31.29,31.34
DISV,death_st,0.5,,40.13,40.2,36.78,37.71
DLN,death_st,0.1,,90.84,90.86,87.3,88.17
EDGF,death_st,0.3,,24.79,24.79,24.82,24.76
EFV,death_st,4.0,,74.86,74.93,69.84,71.23
ESGE,death_st,1.6,,46.98,47.06,43.77,44.66
EWJV,death_st,0.3,,42.9,42.98,39.85,40.56
FDD,death_st,0.4,,17.89,17.93,16.62,17.22
FDEM,death_st,0.1,,32.76,32.82,30.77,31.14
FEGE,death_st,0.4,,48.4,48.54,45.07,45.98
FELV,death_st,0.3,,35.64,35.69,34.13,34.54
FENI,death_st,2.1,,38.25,38.36,35.91,35.91
FFSM,death_st,0.2,,32.55,32.57,30.47,31.19
FIVA,death_st,0.2,,35.7,35.81,32.91,33.41
FLMI,death_st,0.7,,25.08,25.09,24.82,24.75
FMB,death_st,0.1,,51.41,51.45,51.03,50.82
FMHI,death_st,0.1,,48.15,48.15,47.83,47.62
FNDB,death_st,0.2,,27.58,27.59,26.2,26.82
FNDC,death_st,0.2,,47.2,47.31,44.55,44.87
FNDE,death_st,1.3,,38.43,38.44,36.29,36.7
FSMB,death_st,0.2,,20.13,20.13,20.06,20.035
FXF,death_st,0.1,,112.86,112.89,110.62,112.01
GBUG,death_st,0.1,,48.59,48.82,39.84,39.5
GDX,death_st,27.5,,97.09,97.63,79.98,80.12
GDXJ,death_st,5.8,,129.1,129.67,104.96,104.77
GEM,death_st,0.2,,44.53,44.56,41.42,42.44
HEFA,death_st,0.9,,42.9,42.97,40.85,40.88
ICOP,death_st,0.2,,49.21,49.57,41.61,42.33
IDHQ,death_st,0.1,,37.01,37.12,34.97,34.8
INMU,death_st,0.1,,24.25,24.27,24.01,23.97
INTF,death_st,0.3,,39.38,39.44,36.95,37.5
IPAC,death_st,0.1,,78.18,78.26,74.06,74.11
IVLU,death_st,1.9,,40.11,40.16,36.99,37.98
IWD,death_st,4.1,,217.99,218.19,208.28,211.31
IWS,death_st,0.5,,147.84,147.91,141.56,142.59
IWX,death_st,0.3,,94.66,94.77,90.32,91.99
JMST,death_st,0.9,,51.03,51.03,50.96,50.98
JPXN,death_st,0.1,,93.0,93.08,87.26,87.76
KBWY,death_st,0.1,,15.99,16.02,16.09,15.34
LMBS,death_st,0.5,,50.15,50.16,49.83,49.88
MEAR,death_st,0.2,,50.45,50.45,50.37,50.31
MLN,death_st,0.3,,17.56,17.58,17.47,17.32
NFLU,death_st,0.4,,29.94,29.94,39.52,29.37
NUKZ,death_st,0.1,,69.49,69.55,63.79,65.65
PAVE,death_st,1.8,,51.86,51.93,48.45,49.02
PPH,death_st,0.4,,105.76,105.98,98.81,100.73
PRF,death_st,0.6,,48.37,48.43,46.04,47.05
PVAL,death_st,1.4,,46.89,46.94,44.12,45.68
PXH,death_st,0.5,,27.18,27.23,25.67,25.94
PZA,death_st,1.6,,23.3,23.31,23.15,22.95
RING,death_st,0.4,,83.77,83.98,68.36,69.48
RSPN,death_st,0.3,,60.23,60.35,57.22,57.54
RSPS,death_st,0.1,,31.05,31.14,30.45,29.35
SCHF,death_st,14.0,,25.34,25.38,23.81,23.98
SCHM,death_st,1.6,,31.63,31.68,30.24,30.47
SDIV,death_st,0.8,,25.29,25.32,24.13,24.22
SILJ,death_st,8.8,,32.68,32.75,25.67,26.31
SLVR,death_st,0.5,,65.65,65.82,50.86,51.18
SMIG,death_st,0.2,,30.14,30.2,29.59,28.92
SOXL,death_st,85.8,,56.06,56.28,43.96,51.14
SPDW,death_st,6.6,,46.75,46.81,43.84,44.23
SPHQ,death_st,1.9,,77.55,77.67,74.59,75.24
TXUE,death_st,0.1,,32.75,32.81,30.97,31.1049
USMV,death_st,3.0,,95.21,95.32,94.25,92.35
VEA,death_st,20.2,,65.74,65.83,61.58,62.04
VONV,death_st,1.7,,95.79,95.82,91.45,93.11
XSMO,death_st,0.3,,76.78,76.89,73.34,73.73
RSPT,death_st,0.3,,46.49,46.52,44.17,45.75
VIXM,golden,0.4,,16.33,15.93,15.91,17.22
AGGH,death,0.1,,20.61,20.7,20.71,20.32
BACpN,death,0.1,,20.94,21.06,21.06,20.28
FALN,death,1.2,,27.03,27.24,27.25,26.46
GDXY,death,1.1,,15.44,16.17,16.23,12.64
GOOY,death,0.4,,13.68,14.02,14.03,13.34
HYG,death,57.8,,79.92,80.32,80.34,78.92
KHPI,death,0.1,,25.26,25.5,25.54,24.41
MTBA,death,0.2,,50.11,50.29,50.31,49.47
NVDU,death,0.5,,107.99,111.79,112.18,96.57
QDVO,death,0.3,,27.79,28.23,28.27,26.91
REM,death,0.9,,21.91,22.31,22.34,20.45
SPTL,death,7.4,,26.63,26.72,26.73,26.0
TOTL,death,0.4,,40.11,40.25,40.25,39.57
VCEB,death,0.2,,63.25,63.55,63.56,62.32
VNLA,death,0.5,,49.08,49.15,49.15,48.94
