symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
EZA,death_st,0.4,,73.11,73.13,65.29,69.08
FDVV,death_st,1.1,,57.84,57.88,55.7,56.6
FSMD,death_st,0.2,,45.78,45.84,44.12,44.53
HAUZ,death_st,0.1,,24.32,24.34,23.44,23.494
IBB,death_st,1.9,,170.86,171.01,157.74,167.14
IBTM,death_st,0.1,,23.13,23.14,23.03,23.045
IEF,death_st,10.4,,96.49,96.51,96.02,96.02
IEUR,death_st,2.5,,73.02,73.13,69.25,71.02
IHDG,death_st,0.2,,49.92,49.95,47.82,48.8
IJR,death_st,6.9,,126.73,126.78,120.69,122.95
IJT,death_st,0.1,,148.23,148.35,142.54,144.22
IYT,death_st,0.9,,77.77,77.87,73.84,74.1
JBND,death_st,0.9,,54.27,54.28,53.94,53.96
JMUB,death_st,0.8,,50.78,50.8,50.45,50.5503
KNG,death_st,0.3,,51.0,51.01,50.27,49.75
KSTR,death_st,0.3,,20.11,20.13,18.18,19.55
MBB,death_st,2.6,,95.7,95.7,94.85,95.32
MSpO,death_st,0.2,,17.88,17.88,17.95,17.72
PEY,death_st,0.3,,21.39,21.39,21.1,20.9859
PFEB,death_st,0.2,,40.82,40.83,39.67,40.53
RZB,death_st,0.1,,25.04,25.05,24.95,25.01
SLYG,death_st,0.2,,99.0,99.06,95.13,96.32
SMMD,death_st,0.3,,78.64,78.67,74.61,76.59
SPGM,death_st,0.3,,78.48,78.53,74.66,77.06
SPHB,death_st,0.4,,120.44,120.5,111.21,118.03
SPMB,death_st,0.8,,22.56,22.56,22.35,22.46
SPSM,death_st,2.6,,49.39,49.41,47.05,47.91
SPTL,death_st,7.2,,26.77,26.78,26.73,26.45
TFI,death_st,0.3,,45.97,45.97,45.61,45.74
TMSL,death_st,0.4,,37.8,37.8,35.75,36.64
TOUS,death_st,0.3,,36.05,36.07,34.01,35.05
VB,death_st,0.8,,269.89,270.02,257.7,262.88
VIOO,death_st,0.1,,116.94,117.09,111.72,113.44
VO,death_st,0.9,,297.69,297.94,289.54,291.79
VTEC,death_st,0.2,,100.77,100.8,99.87,100.23
VTES,death_st,0.2,,102.06,102.06,101.6,101.72
TpA,death_st,0.1,,20.58,20.59,20.59,20.26
AMUU,death,0.2,,44.53,50.31,50.33,40.8118
AVGG,death,0.2,,23.64,24.76,24.83,22.59
BINC,death,2.7,,52.66,52.84,52.85,52.14
HIMU,death,0.8,,48.79,48.9,48.91,48.46
JTEK,death,0.4,,83.83,85.87,85.88,82.7795
SHYM,death,0.2,,22.31,22.34,22.34,22.19
FNCL,death,0.1,,72.41,74.18,74.29,70.0
SPLB,death,4.7,,22.57,22.7,22.71,22.1
VCLT,death,6.3,,75.84,76.26,76.32,74.29
WFCpZ,death,0.2,,19.63,19.67,19.67,19.24
