symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
GRFS,death,0.7,5.5,8.77,8.99,9.02,7.97
MOBXW,golden,0.1,,0.13,0.11,0.11,0.19
BABX,death,0.8,,33.49,37.7,37.89,28.69
BSJS,death,0.2,,21.92,21.97,21.97,21.7611
CLOX,death,0.2,,25.49,25.53,25.53,25.35
FLRN,death,1.0,,30.77,30.78,30.78,30.71
MORT,death,1.9,,10.64,10.74,10.74,10.3
PFFA,death,1.1,,21.52,21.63,21.63,21.16
SYFI,death,0.2,,35.76,35.86,35.87,35.39
TLT,death,41.8,,88.68,88.57,88.6,86.97
TpA,death,0.1,,20.64,20.61,20.62,20.35
USHY,death,15.2,,37.22,37.36,37.36,36.75
XLF,death,62.0,,51.25,52.34,52.4,48.83
