symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
DDWM,death_st,0,0.2,,45.16,45.17,42.6,43.95
DFSV,death_st,0,1.6,,35.07,35.09,32.98,34.18
DGRO,death_st,0,2.6,,71.6,71.68,68.67,69.55
DIVI,death_st,0,0.3,,40.71,40.74,38.29,39.67
EDC,death_st,0,0.3,,65.22,65.46,54.36,60.04
EWJ,death_st,0,11.9,,86.59,86.67,81.62,84.08
EWW,death_st,0,2.2,,75.12,75.16,68.3,72.18
EWZS,death_st,0,0.8,,14.44,14.47,13.56,13.76
FLJP,death_st,0,1.5,,37.06,37.09,34.97,35.96
FTCS,death_st,0,0.4,,95.85,95.99,93.62,92.7688
GMEU,death_st,0,0.3,,11.24,11.26,13.87,10.52
GVAL,death_st,0,0.3,,33.65,33.68,30.67,32.71
HYMB,death_st,0,0.7,,25.14,25.14,25.04,25.02
IDVO,death_st,0,0.5,,41.07,41.1,38.08,39.94
IQLT,death_st,0,2.2,,47.2,47.25,45.02,45.79
IXUS,death_st,0,3.2,,88.95,88.99,83.66,86.34
JHCR,death_st,0,3.0,,25.55,25.55,25.42,25.395
JHMD,death_st,0,0.2,,43.3,43.35,40.85,41.99
JMOM,death_st,0,0.1,,69.86,69.88,67.14,69.12
JNUG,death_st,0,0.3,,254.31,257.3,185.55,169.18
NOBL,death_st,0,0.8,,109.59,109.67,105.99,105.52
NUGT,death_st,0,0.7,,228.25,231.23,169.84,156.8
PIZ,death_st,0,0.1,,51.65,51.76,48.31,49.58
PLTM,death_st,0,0.5,,20.49,20.55,17.03,18.9
PPLT,death_st,0,0.5,,193.59,194.17,160.92,178.75
PWZ,death_st,0,0.2,,24.28,24.28,24.09,24.15
RSP,death_st,0,21.5,,197.85,198.08,191.07,193.32
RWL,death_st,0,0.3,,117.81,117.82,112.2,115.26
SCHC,death_st,0,0.5,,48.33,48.36,45.29,46.48
SLVP,death_st,0,0.7,,39.51,39.51,30.77,32.63
SMMU,death_st,0,0.1,,50.66,50.67,50.47,50.6
TAFM,death_st,0,0.1,,25.62,25.62,25.42,25.53
URNJ,death_st,0,0.5,,31.72,31.78,27.56,28.07
URNM,death_st,0,0.9,,67.13,67.35,58.66,60.9
VEU,death_st,0,5.0,,77.39,77.4,72.67,75.22
VSS,death_st,0,0.3,,150.89,151.11,142.58,146.15
VXUS,death_st,0,10.1,,79.31,79.33,74.56,77.15
WTV,death_st,0,0.3,,96.61,96.67,92.27,94.53
ZALT,death_st,0,0.3,,32.67,32.67,31.96,32.47
AAPU,death,0,1.8,,29.62,30.82,30.87,27.3
APLU,death,0,0.1,,24.98,25.04,25.04,24.8322
BLV,death,0,1.0,,69.74,70.02,70.02,69.22
HYLB,death,0,1.9,,36.57,36.73,36.74,36.4
ICSH,death,0,1.9,,50.6,50.62,50.62,50.58
IYG,death,0,0.1,,84.41,86.92,86.95,81.67
WINN,death,0,0.1,,29.16,29.72,29.75,28.39
