symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
EMN,death,1.8,7.9,73.26,71.88,71.94,67.72
LKQ,death_st,2.3,7.8,32.35,32.4,33.13,30.95
INGR,death_st,0.8,7.1,115.18,115.27,120.05,111.15
LOAR,golden_st,1.1,6.5,69.3,69.3,73.36,69.99
THG,death_st,0.3,6.1,176.05,176.15,173.79,173.26
TMHC,death_st,1.2,5.8,63.44,63.44,63.06,59.56
HOMB,death,1.5,5.3,27.99,28.38,28.41,26.32
CPA,death_st,0.4,5.2,134.51,134.53,122.39,122.22
ABCB,death_st,0.6,5.2,79.41,79.52,74.02,75.59
FLG,death_st,5.7,5.2,13.07,13.08,12.33,12.38
SDOW,golden_st,7.2,,30.94,30.82,35.98,33.2
UUP,golden_st,1.9,,27.26,27.25,27.62,27.55
AVSF,death_st,0.1,,47.15,47.15,47.02,46.905
BALI,death_st,0.2,,31.95,31.95,31.31,31.71
BApA,death_st,0.6,,73.27,73.32,69.47,69.12
BSCT,death_st,0.7,,18.85,18.85,18.77,18.765
BSCV,death_st,0.5,,16.71,16.71,16.62,16.59
BSV,death_st,2.6,,78.86,78.87,78.68,78.57
CEFS,death_st,0.1,,23.12,23.12,22.71,22.72
CGCP,death_st,1.8,,22.72,22.73,22.65,22.52
CGIE,death_st,0.7,,35.7,35.72,34.06,34.92
CGXU,death_st,1.1,,31.08,31.09,29.49,30.26
COFpI,death_st,0.1,,19.58,19.58,19.64,19.24
DBND,death_st,0.1,,46.51,46.51,46.33,46.155
DFAU,death_st,0.9,,47.27,47.29,45.38,46.68
DFGX,death_st,0.1,,53.22,53.23,53.35,52.725
EMHY,death_st,0.1,,40.51,40.52,39.87,40.08
EVTR,death_st,0.6,,51.7,51.7,51.38,51.22
EWI,death_st,0.6,,55.13,55.14,51.58,53.56
EWQ,death_st,0.4,,45.7,45.74,44.07,44.2
FEMB,death_st,0.2,,30.21,30.21,29.4,29.67
FEZ,death_st,2.4,,65.94,66.05,62.55,63.87
FLCO,death_st,0.1,,21.72,21.73,21.66,21.47
FTGS,death_st,0.2,,35.68,35.7,34.9,35.305
GDXY,death_st,1.0,,16.8,16.83,16.39,15.95
HELO,death_st,0.3,,66.5,66.53,65.08,65.95
HTRB,death_st,0.4,,34.33,34.34,34.2,34.04
IBDV,death_st,0.7,,22.11,22.12,22.01,21.97
IBDW,death_st,0.6,,21.19,21.19,21.08,21.03
IBDZ,death_st,0.3,,26.46,26.46,26.28,26.17
IBTI,death_st,0.3,,22.38,22.38,22.33,22.315
IGIB,death_st,3.1,,54.04,54.05,53.65,53.49
IGOV,death_st,0.4,,42.26,42.27,41.93,41.52
IYH,death_st,1.0,,65.1,65.11,62.48,63.88
KORP,death_st,0.1,,47.49,47.51,47.27,46.8597
KRE,death_st,22.9,,67.67,67.87,64.49,63.98
LEMB,death_st,0.4,,42.17,42.18,41.08,41.59
LQD,death_st,41.3,,110.76,110.83,110.29,109.16
PALL,death_st,0.5,,155.13,155.17,133.39,149.24
PCY,death_st,0.6,,21.74,21.74,21.35,21.47
PREF,death_st,0.3,,19.13,19.13,19.02,19.06
PSC,death_st,0.2,,59.66,59.67,56.93,58.1778
QLTA,death_st,0.2,,48.24,48.27,48.08,47.65
RYLD,death_st,0.9,,15.56,15.56,15.41,15.33
SCHI,death_st,3.1,,23.03,23.04,22.89,22.8
SPBO,death_st,0.5,,29.45,29.47,29.36,29.08
SPIB,death_st,7.1,,33.89,33.89,33.71,33.65
SUSC,death_st,0.3,,23.46,23.48,23.37,23.1781
TOTL,death_st,0.4,,40.36,40.37,40.28,40.04
UAE,death_st,0.9,,20.32,20.39,19.4,18.68
USIG,death_st,3.2,,51.96,51.99,51.75,51.35
UWM,death_st,0.8,,51.41,51.45,46.97,48.76
VCIT,death_st,12.0,,84.02,84.03,83.43,83.18
VHT,death_st,0.2,,288.09,288.13,275.8,282.75
VWOB,death_st,0.8,,67.61,67.64,66.75,66.94
XHB,death_st,2.7,,111.19,111.63,108.83,103.05
BNDW,death_st,0.1,,69.2,69.22,69.24,68.605
HYGH,death,0.1,,85.94,86.18,86.19,85.55
IWP,death,0.8,,135.38,136.59,136.66,132.99
QQQI,death,6.4,,52.6,53.11,53.11,52.5
SCYB,death,1.2,,26.35,26.43,26.43,26.14
TMCWW,death,0.2,,0.95,1.14,1.14,0.8422
TSLR,death,2.0,,25.51,27.3,27.34,25.25
TSMY,death,0.2,,16.44,16.38,16.39,16.07
