symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
AVGG,golden_st,0.2,,24.3,24.06,24.5,30.35
AVGX,golden_st,0.8,,41.86,41.48,41.93,52.25
AVL,golden_st,0.5,,39.43,39.38,42.17,49.2
AVUS,golden_st,0.3,,113.89,113.73,109.93,118.32
BBIN,golden_st,0.3,,75.03,74.99,71.99,77.9944
BBJP,golden_st,2.7,,70.46,70.39,67.54,72.74
BDRY,golden_st,0.2,,10.54,10.5,9.13,11.42
BUFR,golden_st,1.5,,34.28,34.24,33.47,35.12
CALF,golden_st,1.3,,45.3,45.27,44.22,46.09
CGDG,golden_st,0.7,,36.45,36.42,35.24,37.29
CGIC,golden_st,0.5,,33.97,33.9,31.97,35.29
CGMM,golden_st,1.3,,30.12,30.07,28.9,31.33
CHPY,golden_st,0.4,,58.26,58.02,56.09,62.95
CPER,golden_st,0.9,,35.07,35.04,33.07,37.26
DFAS,golden_st,0.6,,72.77,72.65,70.25,75.33
DIHP,golden_st,0.6,,33.01,32.98,31.49,34.145
DLN,golden_st,0.2,,90.59,90.54,87.79,92.45
DUSB,golden_st,0.3,,50.75,50.75,50.76,50.795
EEMA,golden_st,0.5,,99.2,99.09,93.43,105.01
EEMV,golden_st,0.4,,66.15,66.0,64.62,69.08
EFA,golden_st,26.4,,99.51,99.32,95.34,103.64
ESGD,golden_st,0.4,,98.13,98.07,94.55,102.18
ESGE,golden_st,1.6,,47.02,46.86,44.12,49.86
EUFN,golden_st,1.7,,35.94,35.93,34.46,38.29
EWN,golden_st,0.1,,60.01,59.92,57.48,63.8
FDEM,golden_st,0.1,,32.64,32.6,30.97,34.24
FENI,golden_st,1.7,,38.26,38.18,36.18,39.8
FIVA,golden_st,0.2,,35.67,35.62,33.24,37.11
FTXO,golden_st,1.2,,37.17,37.16,36.11,38.75
GSIE,golden_st,0.6,,44.17,44.09,42.2,45.85
IDEV,golden_st,2.2,,85.65,85.46,81.76,89.17
IDHQ,golden_st,0.1,,36.84,36.82,35.17,38.91
IEFA,golden_st,18.2,,92.83,92.65,88.91,96.73
IMCG,golden_st,0.2,,81.52,81.46,80.93,85.45
IMTM,golden_st,0.7,,49.82,49.7,47.89,52.66
IWM,golden_st,47.9,,255.49,255.06,245.83,268.72
IWR,golden_st,4.2,,99.4,99.29,96.97,102.47
IWX,golden_st,0.2,,94.63,94.48,90.96,97.23
IXN,golden_st,0.3,,104.93,104.86,101.33,112.06
IYR,golden_st,8.4,,97.2,97.12,96.47,100.42
JIRE,golden_st,0.6,,77.66,77.56,74.67,80.73
KRE,golden_st,18.8,,66.82,66.7,64.91,69.29
MGV,golden_st,0.3,,147.43,147.32,141.61,149.82
NULV,golden_st,0.1,,46.43,46.39,44.93,47.56
OMFL,golden_st,0.3,,61.8,61.79,60.4,63.89
QQQJ,golden_st,0.2,,37.58,37.49,36.12,39.9
QTUM,golden_st,0.3,,113.17,112.93,106.12,122.06
RDVY,golden_st,1.7,,70.47,70.41,68.2,73.44
REET,golden_st,2.6,,25.94,25.93,25.54,26.85
SCHC,golden_st,0.6,,48.0,47.94,45.61,50.13
SCZ,golden_st,2.4,,80.63,80.55,77.26,83.96
SMLF,golden_st,0.2,,77.16,77.0,74.74,80.49
SPGM,golden_st,0.3,,77.73,77.72,75.13,81.0
SPHB,golden_st,0.5,,120.04,119.75,112.81,127.07
SPHQ,golden_st,2.0,,77.33,77.29,74.98,79.61
SPMO,golden_st,1.8,,118.47,118.05,115.8,126.65
SPRX,golden_st,0.1,,39.04,38.98,36.91,42.99
TDTF,golden_st,0.1,,24.16,24.15,24.1,24.28
TIP,golden_st,3.0,,110.83,110.8,110.48,111.53
VB,golden_st,0.8,,268.24,268.0,259.82,278.24
VBK,golden_st,0.2,,311.37,311.03,302.55,326.76
VBR,golden_st,0.3,,221.6,221.46,214.19,227.92
VSS,golden_st,0.3,,149.97,149.83,143.41,156.68
VTWO,golden_st,5.1,,103.24,103.09,99.39,108.54
WCMI,golden_st,0.5,,17.42,17.4,16.81,18.6
WSML,golden_st,0.2,,31.96,31.92,30.43,33.255
XLRE,golden_st,8.9,,42.03,41.98,41.78,43.43
BITI,death_st,2.1,,25.38,25.47,23.25,23.78
IONZ,death_st,1.3,,22.53,22.65,42.85,13.34
NVDD,death_st,0.2,,38.82,38.97,42.49,35.7058
SBIT,death_st,1.6,,52.84,52.93,46.24,46.91
TECS,death_st,3.7,,18.27,18.44,22.46,14.88
YQQQ,death_st,0.1,,12.37,12.38,13.06,11.7198
ARKG,golden,2.6,,27.34,27.98,27.95,29.3
GPIX,golden,0.8,,51.05,51.41,51.4,52.6
HYEM,golden,0.3,,19.84,19.91,19.91,20.0
TCAF,golden,0.9,,36.63,36.89,36.88,38.25
AMUU,golden,0.1,,51.17,50.19,50.07,66.32
