symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
JSCP,death_st,0.2,,47.62,47.63,47.47,47.5
JSI,death_st,0.2,,52.27,52.28,52.25,52.06
MOAT,death_st,1.1,,104.83,104.92,100.91,101.655
MYCH,death_st,0.3,,25.1,25.1,25.03,25.035
OAKM,death_st,0.4,,28.22,28.24,27.06,27.33
PFF,death_st,3.5,,31.43,31.44,31.35,31.15
PGF,death_st,0.1,,14.31,14.32,14.39,14.24
PGX,death_st,3.0,,11.37,11.37,11.41,11.3
PICB,death_st,0.2,,24.0,24.01,23.69,23.7498
QTUM,death_st,0.4,,114.56,114.58,104.44,111.97
RDVI,death_st,0.6,,26.82,26.83,25.95,26.18
SBND,death_st,0.1,,18.96,18.96,18.87,18.9
SCHJ,death_st,0.2,,24.92,24.93,24.84,24.84
SCUS,death_st,0.1,,25.21,25.21,25.19,25.18
SLQD,death_st,0.2,,50.77,50.78,50.62,50.64
SNPE,death_st,0.6,,62.77,62.78,59.93,61.94
SPLB,death_st,4.3,,22.8,22.81,22.75,22.53
SPMO,death_st,1.6,,119.35,119.36,115.39,119.08
SPTM,death_st,1.1,,83.12,83.14,79.92,82.19
SUSB,death_st,0.2,,25.27,25.27,25.19,25.17
TNA,death_st,11.7,,51.93,51.95,46.16,47.75
UCON,death_st,0.6,,25.2,25.2,25.09,25.08
URTY,death_st,1.6,,60.68,60.72,54.04,55.77
UYLD,death_st,0.2,,51.24,51.24,51.22,51.205
VCEB,death_st,0.2,,63.83,63.86,63.63,63.395
VCLT,death_st,5.7,,76.6,76.62,76.44,75.69
VCSH,death_st,5.5,,79.86,79.86,79.58,79.605
VXF,death_st,0.5,,214.88,215.08,206.93,210.38
CYTK,golden_st,1.9,7.7,63.62,63.6,56.32,64.2
BLK,death,0.9,149.0,1045.53,1069.14,1069.95,967.36
DHR,death,4.5,140.6,207.88,215.42,215.46,195.22
LYB,golden,8.4,21.5,59.53,55.02,54.76,65.61
LNC,death,2.5,6.5,36.66,38.98,39.13,33.68
HDGE,golden,0.2,,17.07,16.77,16.77,17.71
BBHY,death,0.2,,46.37,46.51,46.52,46.08
BNDW,death,0.1,,69.26,69.25,69.25,68.915
IDX,death,0.1,,15.4,15.91,15.94,14.42
SGHC,golden,3.2,5.5,10.44,10.41,10.4,10.91
KMLM,golden,0.2,,27.03,26.79,26.77,27.63
