symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
USTB,death_st,0.2,,50.91,50.92,50.83,50.65
VBK,death_st,0.2,,313.08,313.57,300.19,301.78
VGIT,death_st,3.3,,60.05,60.05,59.83,59.62
VGK,death_st,4.0,,86.22,86.24,81.41,82.16
VGLT,death_st,3.1,,56.47,56.47,56.41,55.29
VIG,death_st,1.5,,223.59,223.86,216.18,217.54
VNQI,death_st,0.4,,48.16,48.26,46.84,45.25
VSDB,death_st,0.1,,76.63,76.66,76.37,76.22
VT,death_st,6.7,,144.26,144.31,137.6,139.52
VWO,death_st,13.2,,56.07,56.14,53.43,54.02
WCMI,death_st,0.6,,17.61,17.63,16.73,16.79
WFCpZ,death_st,0.2,,19.67,19.68,19.68,19.17
XTEN,death_st,0.2,,46.56,46.56,46.37,45.87
ZROZ,death_st,0.6,,65.95,65.95,66.8,63.82
TLT,death_st,41.8,,88.48,88.49,88.58,86.54
AMDG,death,0.2,,21.69,24.62,24.67,19.0251
BKUI,death,0.2,,49.78,49.81,49.81,49.7
BWX,death,1.3,,22.53,22.63,22.64,21.9
FNCL,death,0.1,,72.66,74.35,74.35,69.39
FTSM,death,1.1,,59.95,59.98,59.98,59.87
HYDB,death,0.2,,47.11,47.3,47.33,46.38
ICSH,death,2.0,,50.61,50.63,50.63,50.56
JSI,death,0.2,,52.17,52.23,52.24,51.825
NVDX,death,14.6,,15.98,16.44,16.44,15.13
PGHY,death,0.1,,19.85,19.91,19.91,19.62
SPLB,death,4.5,,22.62,22.73,22.73,21.96
TSPY,death,0.3,,24.65,24.99,25.01,23.79
VCLT,death,6.1,,75.99,76.35,76.38,73.78
VFH,death,0.8,,124.77,127.69,127.77,119.23
MORT,death,1.9,,10.6,10.71,10.73,10.175
PFFA,death,1.1,,21.47,21.6,21.62,20.95
TpA,death,0.1,,20.61,20.6,20.61,20.3
